,01031500,01022500,01137500
1990-10-06 00:00:00,0.0008063633251435594,0.0012530416336229283,0.0006844108631794393
1990-10-06 01:00:00,0.0008051082108391351,0.0012454361293894576,0.0008195012569395095
1990-10-06 02:00:00,0.0008038551337047237,0.001237879764880784,0.005550948376482033
1990-10-06 03:00:00,0.0008026040901738978,0.0012303721865996962,0.014539865915869546
1990-10-06 04:00:00,0.0008013550766872726,0.001222913044028755,0.02746442321698666
1990-10-06 05:00:00,0.0008001080896924937,0.0012155019895998622,0.04401910856180345
1990-10-06 06:00:00,0.0007988631256442411,0.0012081386786642963,0.0639141453867815
1990-10-06 07:00:00,0.0007976201810041893,0.001200822769463056,0.0868746963548597
1990-10-06 08:00:00,0.0007963792522410068,0.0011935539230975762,0.11264021666137942
1990-10-06 09:00:00,0.0007951403358303329,0.001186331803500827,0.1409638292455977
1990-10-06 10:00:00,0.0007939034282547533,0.0011791560774087355,0.17161173534791066
1990-10-06 11:00:00,0.0007926685260038081,0.001172026414331958,0.20436252037432223
1990-10-06 12:00:00,0.0007914356255739476,0.0011649424865280214,0.23900671489332728
1990-10-06 13:00:00,0.0007902047234685332,0.0011579039689737654,0.27534615911981053
1990-10-06 14:00:00,0.0007889758161978202,0.001150910539338136,0.3131930627410285
1990-10-06 15:00:00,0.0007877489002789386,0.0011439618779553156,0.3523693313765128
1990-10-06 16:00:00,0.0007865239722358691,0.0011370576677981435,0.3927064205062048
1990-10-06 17:00:00,0.0007853010285994505,0.0011301975944518973,0.4340444522552398
1990-10-06 18:00:00,0.0007840800659073324,0.0011233813460883543,0.47623493159963304
1990-10-06 19:00:00,0.000782861080703987,0.0011166086134401822,0.5191189862991908
1990-10-06 20:00:00,0.0007816440695406812,0.001109879089775613,0.5625621543129927
1990-10-06 21:00:00,0.0007804290289754561,0.0011031924708734587,0.6067615950996998
1990-10-06 22:00:00,0.0007792159555731235,0.0010965484549983748,0.650931133513125
1990-10-06 23:00:00,0.000778004845905238,0.0010899467428764514,0.6952805792748765
1990-10-07 00:00:00,0.0007767956965500887,0.001083387037671069,0.739747815499834
1990-10-07 01:00:00,0.0007755885040926872,0.0010768690449590702,0.7842518116188071
1990-10-07 02:00:00,0.0007743832651247438,0.0010703924727071769,0.8286920662597785
1990-10-07 03:00:00,0.0007731799762446477,0.001063957031248707,0.8730125651564746
1990-10-07 04:00:00,0.0007719786340574744,0.0010575624332605428,0.9171242546572204
1990-10-07 05:00:00,0.0007707792351749423,0.001051208393740415,0.9609433926096702
1990-10-07 06:00:00,0.0007695817762154165,0.0010448946299843828,1.0044171791828842
1990-10-07 07:00:00,0.0007683862538038806,0.0010386208615646333,1.0474590456350985
1990-10-07 08:00:00,0.0007671926645719372,0.0010323868103075228,1.0900393405069435
1990-10-07 09:00:00,0.0007660010051577752,0.001026192200271853,1.1320933257193353
1990-10-07 10:00:00,0.0007648112722061709,0.0010200367577274294,1.173573359745765
1990-10-07 11:00:00,0.0007636234623684547,0.0010139202111338421,1.2144356850109854
1990-10-07 12:00:00,0.0007624375723025158,0.001007842291119502,1.2546403147665834
1990-10-07 13:00:00,0.0007612535986727669,0.0010018027304609257,1.2941507588924355
1990-10-07 14:00:00,0.0007600715381501546,0.000995801264062248,1.3329329352968542
1990-10-07 15:00:00,0.0007588913874121128,0.0009898376289349654,1.3709551946824292
1990-10-07 16:00:00,0.0007577131431425781,0.0009839115641779182,1.4081884633522277
1990-10-07 17:00:00,0.0007565368020319539,0.0009780228109575113,1.4446058137771332
1990-10-07 18:00:00,0.0007553623607771063,0.0009721711124881275,1.4801855459801012
1990-10-07 19:00:00,0.0007541898160813445,0.0009663562140128122,1.514890224019849
1990-10-07 20:00:00,0.0007530191646544044,0.0009605778627841296,1.5486991320227834
1990-10-07 21:00:00,0.0007518504032124449,0.000954835808045253,1.5815957534830312
1990-10-07 22:00:00,0.0007506835284780155,0.0009491298010112975,1.6135670216654812
1990-10-07 23:00:00,0.000749518537180065,0.0009434595948507996,1.6446036640370745
1990-10-08 00:00:00,0.0007483554260538967,0.0009378249446674842,1.6746994110287212
1990-10-08 01:00:00,0.000747194191841185,0.0009322256074821627,1.7039207333295165
1990-10-08 02:00:00,0.0007460348312899395,0.0009266613422148788,1.7321884587753464
1990-10-08 03:00:00,0.000744877341154496,0.0009211319096672397,1.7594967952229523
1990-10-08 04:00:00,0.0007441651383786126,0.000915637072504945,1.7857796348359163
1990-10-08 05:00:00,0.0007428976818801784,0.0009101765952405251,1.811120070272791
1990-10-08 06:00:00,0.0007416207163500962,0.0009047502442162313,1.8355286476087889
1990-10-08 07:00:00,0.0007403683478127325,0.0008993577875871677,1.8590581602871823
1990-10-08 08:00:00,0.0007391519428021231,0.0008939989953045666,1.881669638159283
1990-10-08 09:00:00,0.0007413593980538607,0.0008886736390992764,1.903365778368518
1990-10-08 10:00:00,0.0007393491335058474,0.0008833814924654271,1.9241475967150636
1990-10-08 11:00:00,0.000737242766188809,0.000878122330644255,1.9440205510642254
1990-10-08 12:00:00,0.0007353227655019052,0.0008728959306081276,1.9629758109855413
1990-10-08 13:00:00,0.0007336643362109927,0.0008677020710447408,1.9810202294868562
1990-10-08 14:00:00,0.0007323540528363842,0.0008625405323414861,1.9982030094802188
1990-10-08 15:00:00,0.0007312187568126054,0.0008574110965699804,2.0145328504886666
1990-10-08 16:00:00,0.0007299987118829973,0.0008523135474707654,2.030018696890605
1990-10-08 17:00:00,0.0007288670702836293,0.0008472476704382035,2.0446666439257744
1990-10-08 18:00:00,0.000727737251164716,0.0008422132525054869,2.058487353267787
1990-10-08 19:00:00,0.0007266092513799061,0.000837210082329852,2.071481045532762
1990-10-08 20:00:00,0.0007254830677889235,0.0008322379501779324,2.0836573212128644
1990-10-08 21:00:00,0.0007243586972575793,0.0008272966479112815,2.095026802383341
1990-10-08 22:00:00,0.0007232361366577278,0.0008223859689720325,2.1056015918955233
1990-10-08 23:00:00,0.002357520146257521,0.0008706516550438414,2.11561430966015
1990-10-09 00:00:00,0.0019370666414449754,0.0008160844334155639,2.1246218284614353
1990-10-09 01:00:00,0.0017358858427560322,0.00105506891841667,2.1328550316033503
1990-10-09 02:00:00,0.0012903939142950831,0.0008189590760997736,2.1403524782865815
1990-10-09 03:00:00,0.0009640065989117391,0.0008009370812356925,2.1471379415311427
1990-10-09 04:00:00,0.0024696805272387576,0.0008373726842441664,2.1534292864810562
1990-10-09 05:00:00,0.0020050697409480333,0.0007916786809655107,2.158816155944587
1990-10-09 06:00:00,0.001741368954522674,0.001018210632982408,2.1635145071501256
1990-10-09 07:00:00,0.0012930265145302165,0.0007946030267001075,2.167644446007234
1990-10-09 08:00:00,0.0009583626737179328,0.0007781227368560795,2.1710917913509804
1990-10-09 09:00:00,0.0008130415149767712,0.0007717138945619175,2.174084145384129
1990-10-09 10:00:00,0.0007721691127873816,0.0007658670605781837,2.176724311282833
1990-10-09 11:00:00,0.0009743127105407392,0.0009839394105547639,2.1783280282721913
1990-10-09 12:00:00,0.0009068266636793426,0.0007711064878083655,2.179196287840685
1990-10-09 13:00:00,0.001002527647825514,0.0019082171614200967,2.179589864443286
1990-10-09 14:00:00,0.000896454663215083,0.0008222403316680201,2.1793930329966886
1990-10-09 15:00:00,0.0008057741847626114,0.000755800867770756,2.1786974860424793
1990-10-09 16:00:00,0.0007506903637449134,0.0007390039586912201,2.1775413784750723
1990-10-09 17:00:00,0.0007224567667423976,0.0007346378793487261,2.175910926770531
1990-10-09 18:00:00,0.000705684385810436,0.000730298603336931,2.173805882320975
