gauge_id,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,q_mean,runoff_ratio,slope_fdc,baseflow_index,stream_elas,q5,q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,hfd_mean,huc_02,gauge_name,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,water_frac,organic_frac,other_frac,gauge_lat,gauge_lon,elev_mean,slope_mean,area_gages2,area_geospa_fabric,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,root_depth_99
1013500,3.12667898699521,1.97155451060917,0.187940258706929,0.313440357191799,0.63055865946247,12.95,1.34895833333333,son,202.2,3.4271186440678,mam,Siliciclastic sedimentary rocks,0.815904446815535,Basic volcanic rocks,0.179729452382194,0.0,0.1714,-14.7019,1.69915450753356,0.543437466590222,1.52821853538976,0.585225955779508,1.84532416164806,0.241106126475711,6.37302139711473,6.1,8.71428571428571,41.35,20.1707317073171,0.0,207.25,1,"Fish River near Fort Kent, Maine",7.40476190476191,1.24840792462702,0.461148751156712,1.10652247617283,0.558054827184396,27.8418272885233,55.1569400320784,16.2757317233653,5.37669779045723,0.40871676450827,0.0,47.23739,-68.58264,250.31,21.64152,2252.7,2303.95,0.9063,4.1673039455613,3.34073185949204,0.804567420071824,0.37164816263051,0.883451918625571,    Mixed Forests,,
1022500,3.60812594113621,2.11925594798084,-0.114529586491395,0.245259009248271,0.587356423405076,20.55,1.20527859237537,son,233.65,3.66222570532915,jja,Acid plutonic rocks,0.590658158506066,Siliciclastic sedimentary rocks,0.164618210344753,0.0,0.071,-14.2138,2.17306214800791,0.602268929482991,1.77627980351081,0.554478447930409,1.70278237133413,0.20473435527605,7.12304944397925,3.9,2.29411764705882,65.15,17.1447368421053,0.0,166.25,1,"Narraguagus River at Cherryfield, Maine",17.4128078817734,1.49184551626462,0.415905486478906,2.37500506296918,0.62622887793281,59.3901561620653,28.0809367005555,12.0376458109105,1.22691267171763,0.0,0.358472313043415,44.60797,-67.93524,92.68,17.79072,573.6,620.38,0.9232,4.87139243857226,3.74669161645587,0.863935769102455,0.337712461949305,0.820493445115513,    Mixed Forests,0.237434541158062,2.23844410060377
1030500,3.2744052019165,2.04359356605065,0.0473581892739792,0.27701840295357,0.624111385131731,17.15,1.20774647887324,son,215.6,3.51426242868786,djf,Siliciclastic sedimentary rocks,0.573305400935238,Metamorphics,0.287010005606611,0.0521400935487284,0.1178,-14.4918,1.82010754402741,0.555858982560286,1.87111040605632,0.508440712580478,1.37750520315631,0.107149196809004,6.85488650393008,12.25,7.20588235294118,89.25,19.4021739130435,0.0,184.9,1,"Mattawamkeag River near Mattawamkeag, Maine",19.0114143920596,1.46136319457164,0.459090984473127,1.28980734614748,0.653019780703995,32.2354584281651,51.7791822486715,14.7768237774889,1.63434486166016,1.33027758793988,0.0220161021434411,45.50097,-68.30596,143.8,12.79195,3676.17,3676.09,0.8782,4.68519971859885,3.66554296378545,0.858502041122509,0.35139338964903,0.975257985818668,    Mixed Forests,,
1031500,3.5229568788501,2.07132369609856,0.104090599122482,0.291836473001958,0.587950340389816,18.9,1.14893617021277,son,227.35,3.47364400305577,djf,Siliciclastic sedimentary rocks,0.448927859249061,Metamorphics,0.443862824494092,0.0262579789051996,0.0747,-14.841,2.03024228022694,0.576289279160751,1.49401920331253,0.445090526012048,1.64869298694367,0.111345353480538,8.01050285897128,18.9,3.28695652173913,94.8,14.6976744186047,0.0,181.0,1,"Piscataquis River near Dover-Foxcroft, Maine",7.25255704169945,1.27904687474352,0.450235950413386,1.37329168013829,0.559122720432494,35.2690304364436,50.8412317295135,12.6541253158485,0.674593581167949,0.0,0.0,45.17501,-69.3147,247.8,29.56035,769.05,766.53,0.9548,4.90325937325786,3.99084340642749,0.870668492047483,0.398619402379116,0.999999999999894,    Mixed Forests,0.249999999999973,2.39999999999975
1047000,3.32314579055441,2.09002387405886,0.147775613761867,0.280118126940736,0.628929335570973,20.1,1.16521739130435,son,235.9,3.69170579029734,djf,Metamorphics,0.308488043880523,Acid plutonic rocks,0.288612546329161,0.0,0.0522,-14.4819,2.18286957464999,0.65686843497944,1.41593871068099,0.473464930849723,1.51023754926017,0.196458051727051,8.09514821362971,14.95,2.57758620689655,71.55,12.7767857142857,0.0,184.8,1,"Carrabassett River near North Anson, Maine",5.35965494359655,1.39277854918445,0.422748958879878,2.61515428326266,0.561180826371744,55.1631334746983,34.1854433554704,10.3036221035119,0.0,0.0,0.147867187526153,44.8692,-69.9551,310.38,49.92122,909.1,904.94,0.9906,5.08681076518099,4.30097838703039,0.891382765097595,0.445473208395092,0.850449984250475,    Mixed Forests,0.241026999055001,2.3401799936999
1052500,3.73085831622177,2.09642323066393,0.152096802769543,0.352698254049326,0.561914458543945,13.5,1.12970711297071,jja,193.5,2.89670658682635,mam,Siliciclastic sedimentary rocks,0.497458334479149,Metamorphics,0.374061696779951,0.0,0.0711,-15.1658,2.40510460354471,0.644651819954492,1.30106242481155,0.459699942400979,1.02555547613101,0.30596536445819,8.66901865964871,14.1,2.51785714285714,58.9,7.3167701863354,0.0,197.2,1,"Diamond River near Wentworth Location, NH",1.30134932533733,1.49480743438006,0.452325651168738,1.26299537359136,0.615537987322707,30.5576662241128,52.614646019841,11.1433260057998,0.0,0.0,5.67552673533962,44.87739,-71.05749,615.7,60.05183,383.82,396.1,1.0,4.80082996154371,4.12431270006247,0.880034058274384,0.477327929873011,0.593588369118227,    Mixed Forests,0.225615302147085,2.2374353476472
1054200,4.06713210130048,2.12835505817933,0.104959634640742,0.299641539662879,0.523306104932953,17.5,1.19453924914676,son,220.3,3.2637037037037,mam,Metamorphics,0.87144277772791,Siliciclastic sedimentary rocks,0.104295202824522,0.0,0.0288,-14.2147,2.73174157104064,0.671662858004331,1.31964515365059,0.437049817537408,1.3578082898931,0.256851228674037,10.0956051354616,16.05,1.88823529411765,82.2,9.96363636363636,0.0,183.45,1,"Wild River at Gilead, Maine",0.914754098360656,1.47744219768239,0.418460872964329,2.91914248331471,0.594525957550057,58.3761691803075,31.8364719985859,9.8512616206335,0.0,0.0,0.0,44.39044,-70.97964,472.31,90.13951,180.98,181.33,1.0,5.01982728305181,4.28355132001824,0.886711470649713,0.455084304988135,0.580953863518831,    Mixed Forests,0.224857231811114,2.23238154540737
1055000,3.49418343600274,2.09323529089665,0.167229040772146,0.306048851694867,0.599062793707035,19.15,1.16768292682927,son,224.85,3.3786626596544,mam,Siliciclastic sedimentary rocks,0.680843374255509,Metamorphics,0.168363152735523,0.0,0.1455,-14.3578,2.27989748102746,0.652483626799972,1.34931183391448,0.43813165837399,1.366587125286,0.185464951186671,8.44158367295963,16.25,2.05696202531646,83.6,8.94117647058824,0.0,186.05,1,"Swift River near Roxbury, Maine",2.12705882352941,1.36965658300731,0.424025868403635,2.55000125852732,0.547020626891466,53.8620110912704,34.7344920848497,10.34632346892,0.0,0.0,0.778016176846145,44.64275,-70.58878,423.12,72.81304,250.64,251.16,0.9916,5.03003298656618,4.31922587040795,0.886163454154676,0.471431451538885,0.524248820763417,    Mixed Forests,0.221454929245781,2.20969952830511
1057000,3.57049965776865,2.13274377823409,0.07913684920672,0.251157672769098,0.597323619284961,20.35,1.16954022988506,son,239.3,3.74784651527016,djf,Metamorphics,0.451110620382826,Acid plutonic rocks,0.409240381612252,0.0774334159306445,0.0251,-13.9903,1.82355060658392,0.510727007805829,1.53323223410569,0.474677470804456,1.28068087951381,0.0781694470346097,6.86609667559735,13.85,2.42982456140351,82.95,13.825,0.0,178.05,1,"Little Androscoggin River near South Paris, Maine",3.75914634146341,1.50000001490116,0.404117932867977,4.0303923324274,0.61710021345834,69.0067380924153,22.9432923791566,7.81756497511796,0.0,0.0,0.0,44.30399,-70.53968,215.59,32.68445,190.92,197.7,0.9415,5.36294869870711,4.58707712668376,0.905510480513665,0.458742009036353,0.532780644071474,    Deciduous Broadleaf Forest,0.209186201297552,2.07314111305228
1073000,3.50302532511978,2.20761571526352,0.0303700126107958,0.17503243505174,0.63020261356176,20.85,1.22647058823529,son,249.0,4.01612903225806,jja,Metamorphics,0.943375194531556,Acid plutonic rocks,0.0566248054684436,0.0,0.01,-14.1,1.70319404184962,0.486206602514752,1.78010735061656,0.501891678728164,2.27878874265298,0.0658152271358498,5.78423611407704,7.85,2.2112676056338,96.0,12.4675324675325,0.0,168.75,1,"OYSTER RIVER NEAR DURHAM, NH",19.9090909090909,1.30561961742887,0.416396539872731,2.94867050569366,0.510061723029111,56.5709613142528,29.1550562566009,9.96726611619389,0.0,0.0,4.24420883872995,43.1487,-70.96506,37.67,4.75043,31.3,32.11,0.9008,4.94394974332569,4.03508797625448,0.841420652113803,0.37914418264828,0.592432262113697,    Mixed Forests,0.221470258347946,2.03318903590222
